event,frontend,reference_points,target_points,moving_reference_points,support_reference_points,converged,valid_fraction,median_raw_scale_mm,fallback_quantile,interval_radius_mm,simultaneous_covered_normal_four_targets,covered_targets,max_vector_error_mm,mean_vector_error_mm,normal_mae_mm,mean_interval_width_mm,mean_interval_score_mm,duration_seconds,fallback_reason,registration_fitness,registration_inlier_rmse_mm
E0->E1,cascade_strong,19064,19587,10113,8951,True,0.8199748216533781,2.946667591039457,2.6949327644020467,7.9410710368938835,False,2,24.08357380082074,23.025735495539617,5.707847405185323,15.882142073787767,65.47784178657278,0.13179374299943447,unseen_external_physical_domain,,
E0->E1,multiscale_trimmed_ptp,19064,19587,10113,8951,True,0.8199748216533781,2.6109306895197526,5.709582575182877,14.907324369892192,True,4,13.761267393343367,13.45254215275419,1.5745495199361739,29.814648739784385,29.81464873978438,0.17251195199787617,unseen_external_physical_domain,0.8677612253462023,4.225411561372457
E0->E1,robust_ptpl,19064,19587,10113,8951,True,0.8199748216533781,1.0344101891607538,5.777970278691589,5.97679132894658,True,4,1.6303962469154745,1.3662053966489798,0.37635256315046817,11.95358265789316,11.95358265789316,0.16079163365066051,unseen_external_physical_domain,0.8579521611414184,3.268372164297144
E1->E2,cascade_strong,19587,19282,10065,9522,True,0.8199826415479655,3.66033481421191,2.6949327644020467,9.864356219501154,False,2,19.99412568698865,13.692012374280369,8.219963278822714,19.728712439002308,114.56797215802719,0.15298196859657764,unseen_external_physical_domain,,
E1->E2,multiscale_trimmed_ptp,19587,19282,10065,9522,True,0.8199826415479655,0.8818191747090279,5.709582575182877,5.03481939438081,True,4,4.956912607279034,2.021104962340852,0.4897592798369781,10.06963878876162,10.069638788761623,0.21092628315091133,unseen_external_physical_domain,0.80318578649104,2.5308609855983257
E1->E2,robust_ptpl,19587,19282,10065,9522,True,0.8199826415479655,0.8729239189429446,5.777970278691589,5.043728459211319,True,4,4.779540404718026,1.7807645012305433,0.45796590078780164,10.087456918422639,10.087456918422642,0.2082747370004654,unseen_external_physical_domain,0.8026241895134528,2.567839891251135
E2->E3,cascade_strong,19282,19557,10182,9100,True,0.819987553158386,2.6055699421265452,2.6949327644020467,7.021835806977971,False,3,14.722246106759439,9.531804884203817,4.892700077778463,14.043671613955942,45.31486524296704,0.14282132498919964,unseen_external_physical_domain,,
E2->E3,multiscale_trimmed_ptp,19282,19557,10182,9100,True,0.819987553158386,0.8837081493055381,5.709582575182877,5.045604650822008,True,4,1.4224808554370174,1.1671607914732098,0.25887640573074266,10.091209301644016,10.091209301644014,0.1929751504212618,unseen_external_physical_domain,0.8293745462088995,2.4832693882146044
E2->E3,robust_ptpl,19282,19557,10182,9100,True,0.819987553158386,0.9288585018674191,5.777970278691589,5.366916816899943,True,4,0.7595877549532478,0.6090562631803096,0.20653674608641337,10.733833633799886,10.73383363379989,0.2058352492749691,unseen_external_physical_domain,0.8306710922103516,2.702675107959769
