case_id,domain,seed,location_index,x_mm,z_mm,error_mm,pointwise_radius_mm,das_radius_mm,pointwise_standardized_abs_error,das_standardized_abs_error,pointwise_covered,das_covered
noise_density-seed-410000,noise_density,410000,57,170.75423814055932,431.6814766209288,-0.7971130118395671,3.7876852796326563,6.37058403873847,0.21044858613936215,0.12512400856694683,True,True
noise_density-seed-410000,noise_density,410000,58,220.08917473442995,408.63194586921645,-0.6092276944139652,3.8316441838425717,6.444519403702921,0.158999026314338,0.09453423230658788,True,True
noise_density-seed-410000,noise_density,410000,59,292.19268617726016,471.59932441019896,-0.3034581020165543,4.008184808816276,6.741446630918449,0.07570960833669084,0.045013795796409274,True,True
noise_density-seed-410000,noise_density,410000,60,360.7626288988674,428.6569189490448,-0.20536143134211038,4.100158220121815,6.89613856089533,0.05008622114490233,0.029779191576372297,True,True
noise_density-seed-410000,noise_density,410000,61,408.2559725361331,421.11202930332104,-0.30433783653562685,4.066861642582819,6.840136377568441,0.07483358503003934,0.044492948639689854,True,True
noise_density-seed-410000,noise_density,410000,62,481.91297076606276,431.38683350752115,-0.7857985584597103,4.250670887721705,7.149288843205164,0.1848645964874703,0.1099128284915429,True,True
noise_density-seed-410000,noise_density,410000,63,535.6623938075951,397.97049705667706,-1.0155205652420314,3.9049008117035,6.5677311992267295,0.2600630884652391,0.15462273568102125,True,True
noise_density-seed-410000,noise_density,410000,64,605.0002410960212,444.62341824414557,-1.3656585392135732,4.5137150856702615,7.591708169315689,0.3025575414693638,0.17988817651517716,True,True
noise_density-seed-410000,noise_density,410000,65,633.3211522644248,408.0831446748792,-1.0890346281987853,4.092966477066352,6.884042623630901,0.26607465130751684,0.15819696183467089,True,True
noise_density-seed-410000,noise_density,410000,66,710.4403508229354,414.29505159160004,-0.6966039430303042,4.021644211879282,6.764084271586539,0.17321371715892955,0.10298569844206175,True,True
noise_density-seed-410000,noise_density,410000,67,778.8699937373597,395.2140121796575,-0.5813335641873127,3.895855717011218,6.552518072575109,0.1492184532524973,0.0887191088599091,True,True
noise_density-seed-410000,noise_density,410000,68,821.5262322931032,388.39429362468286,-0.7173035499201896,3.827118616457292,6.436907760912554,0.18742652679633617,0.11143604608969855,True,True
noise_density-seed-410000,noise_density,410000,69,876.6662122814838,417.77103236326275,-0.9295655776723084,3.6127496796230814,6.076356335285712,0.25730140754431957,0.15298075464637806,True,True
noise_density-seed-410000,noise_density,410000,70,947.6832140284986,391.30652056330683,-1.5606282251888683,4.106902963557033,6.907482680509712,0.38000124157722764,0.22593299141992315,True,True
noise_density-seed-410000,noise_density,410000,73,72.73438879641373,553.1768475231579,-1.1852328223443722,3.8299023258757523,6.4415897377613405,0.3094681591059518,0.1839969433937093,True,True
noise_density-seed-410000,noise_density,410000,74,89.60111120122495,488.6858493151616,-1.1003266383202917,3.7448580278526027,6.29855202275231,0.2938233252466575,0.17469517348520308,True,True
noise_density-seed-410000,noise_density,410000,75,171.55693701620532,557.597075977498,-0.8524517538074132,3.8386441416784747,6.456292773549946,0.22207105486852255,0.13203424685133955,True,True
noise_density-seed-410000,noise_density,410000,76,239.54629833866886,567.4549662299798,-0.5916408728284761,3.68057665692526,6.190435892349397,0.16074678725010735,0.09557337853375884,True,True
noise_density-seed-410000,noise_density,410000,77,297.5174767527825,558.5624995288039,-0.3849308696090734,3.905954442818976,6.569503322587417,0.09854975915470841,0.058593603002771194,True,True
noise_density-seed-410000,noise_density,410000,78,363.21619417977695,565.3825410919557,-0.40989052876964394,3.967881890131261,6.673660341526889,0.10330209923564142,0.06141914748329306,True,True
noise_density-seed-410000,noise_density,410000,79,395.22814919042963,545.339863099586,-0.4989826049190036,4.483041874123873,7.540118278005284,0.11130447114472257,0.06617702621118669,True,True
noise_density-seed-410000,noise_density,410000,80,450.2811961341233,582.33653189329,-1.2329296961647565,4.377838737747452,7.363175007393885,0.28162976528439715,0.1674453880189843,True,True
noise_density-seed-410000,noise_density,410000,81,526.7510888128381,537.7535957319415,-1.8671785833063765,4.463175916089899,7.506705323701498,0.41835200279136103,0.24873476482565396,True,True
noise_density-seed-410000,noise_density,410000,82,599.4781232574393,616.3776389883133,-2.8650842530937126,4.409878487312881,7.417063306478357,0.649696870636344,0.38628283657647017,True,True
noise_density-seed-410000,noise_density,410000,83,628.7438701356476,528.5815602369363,-1.8493310229914321,4.2069159413136035,7.075696518968989,0.4395930531509458,0.2613638131643471,True,True
noise_density-seed-410000,noise_density,410000,84,691.9127066190734,561.0648405021425,-1.3284138121903126,4.466731081803707,7.512684828406719,0.2974017884358256,0.17682277941001298,True,True
noise_density-seed-410000,noise_density,410000,85,756.2889316699167,562.3124732290332,-0.6098972972759782,4.073864286872127,6.851914265815471,0.14970977291544763,0.0890112271717679,True,True
