event,robust_diagonal,scale_median_over_diagonal,scale_q95_over_diagonal,match_median_over_diagonal,match_q95_over_diagonal,support_probability_mean,valid_fraction,abs_normal_displacement_q95_over_diagonal
E0->E1,631.788965504799,0.005917696057290226,0.022751533466259098,0.012800716174718677,0.028734885537519114,0.0,0.735488974587165,0.014064984017643316
E1->E2,632.2170684699108,0.009151108138921137,0.05986836455793526,0.036761591102250066,0.0723901230649694,0.0,0.7405861897665177,0.049389524596763205
E2->E3,634.1613098811455,0.007503746663175609,0.038422629429342846,0.03005823542510378,0.056567875106631756,0.0,0.7259870359457867,0.03987420200547122
